prompt_id,template_id,seed,profile,direct_exposure_score,upr_score,tsr_score
T19-V1,T19,43,Balanced,0.097420,0.938165,0.917461
T19-V2,T19,43,Balanced,0.099002,0.940416,0.917646
T19-V3,T19,43,Balanced,0.096294,0.938768,0.915320
T19-V4,T19,43,Balanced,0.100987,0.936298,0.912800
T19-V5,T19,43,Balanced,0.096739,0.936638,0.921234
T19-V6,T19,43,Balanced,0.097642,0.936543,0.917369
T19-V7,T19,43,Balanced,0.099622,0.940501,0.916150
T19-V8,T19,43,Balanced,0.098976,0.937658,0.917429
T20-V1,T20,43,Balanced,0.096429,0.942223,0.921638
T20-V2,T20,43,Balanced,0.095209,0.942845,0.917975
T20-V3,T20,43,Balanced,0.095572,0.940159,0.920295
T20-V4,T20,43,Balanced,0.098930,0.938738,0.918096
T20-V5,T20,43,Balanced,0.096573,0.939824,0.918911
T20-V6,T20,43,Balanced,0.096807,0.942100,0.922629
T20-V7,T20,43,Balanced,0.094715,0.940772,0.917924
T20-V8,T20,43,Balanced,0.097394,0.937981,0.916584
T21-V1,T21,43,Balanced,0.095209,0.942845,0.917975
T21-V2,T21,43,Balanced,0.095572,0.940159,0.920295
T21-V3,T21,43,Balanced,0.096930,0.940738,0.920596
T21-V4,T21,43,Balanced,0.099373,0.937024,0.915411
T21-V5,T21,43,Balanced,0.096807,0.942100,0.922629
T21-V6,T21,43,Balanced,0.094715,0.940772,0.917924
T21-V7,T21,43,Balanced,0.095394,0.939981,0.919084
T21-V8,T21,43,Balanced,0.098620,0.936965,0.915961
T22-V1,T22,43,Balanced,0.097972,0.937759,0.917295
T22-V2,T22,43,Balanced,0.099330,0.938338,0.917596
T22-V3,T22,43,Balanced,0.099773,0.936624,0.914911
T22-V4,T22,43,Balanced,0.102007,0.936900,0.916129
T22-V5,T22,43,Balanced,0.097115,0.938372,0.914924
T22-V6,T22,43,Balanced,0.097794,0.937581,0.916084
T22-V7,T22,43,Balanced,0.099020,0.936565,0.915461
T22-V8,T22,43,Balanced,0.102602,0.936816,0.913146
T23-V1,T23,43,Balanced,0.099330,0.938338,0.917596
T23-V2,T23,43,Balanced,0.099773,0.936624,0.914911
T23-V3,T23,43,Balanced,0.100007,0.938900,0.918629
T23-V4,T23,43,Balanced,0.099915,0.935572,0.911424
T23-V5,T23,43,Balanced,0.097794,0.937581,0.916084
T23-V6,T23,43,Balanced,0.099020,0.936565,0.915461
T23-V7,T23,43,Balanced,0.100602,0.938816,0.915646
T23-V8,T23,43,Balanced,0.099894,0.935168,0.910820
T24-V1,T24,43,Balanced,0.099773,0.936624,0.914911
T24-V2,T24,43,Balanced,0.100007,0.938900,0.918629
T24-V3,T24,43,Balanced,0.097915,0.937572,0.913924
T24-V4,T24,43,Balanced,0.100594,0.934781,0.912584
T24-V5,T24,43,Balanced,0.099020,0.936565,0.915461
T24-V6,T24,43,Balanced,0.100602,0.938816,0.915646
T24-V7,T24,43,Balanced,0.097894,0.937168,0.913320
T24-V8,T24,43,Balanced,0.102587,0.934698,0.910800
T25-V1,T25,43,Balanced,0.097607,0.941300,0.921629
T25-V2,T25,43,Balanced,0.095515,0.939972,0.916924
T25-V3,T25,43,Balanced,0.096194,0.939181,0.918084
T25-V4,T25,43,Balanced,0.099420,0.936165,0.914961
T25-V5,T25,43,Balanced,0.098202,0.941216,0.918646
T25-V6,T25,43,Balanced,0.095494,0.939568,0.916320
T25-V7,T25,43,Balanced,0.098187,0.939098,0.916300
T25-V8,T25,43,Balanced,0.098739,0.934638,0.918734
T26-V1,T26,43,Balanced,0.095515,0.939972,0.916924
T26-V2,T26,43,Balanced,0.096194,0.939181,0.918084
T26-V3,T26,43,Balanced,0.097420,0.938165,0.917461
T26-V4,T26,43,Balanced,0.101002,0.938416,0.915146
T26-V5,T26,43,Balanced,0.095494,0.939568,0.916320
T26-V6,T26,43,Balanced,0.098187,0.939098,0.916300
T26-V7,T26,43,Balanced,0.096739,0.936638,0.921234
T26-V8,T26,43,Balanced,0.099642,0.934543,0.914869
T27-V1,T27,43,Balanced,0.096194,0.939181,0.918084
T27-V2,T27,43,Balanced,0.097420,0.938165,0.917461
T27-V3,T27,43,Balanced,0.099002,0.940416,0.917646
T27-V4,T27,43,Balanced,0.098294,0.936768,0.912820
T27-V5,T27,43,Balanced,0.098187,0.939098,0.916300
T27-V6,T27,43,Balanced,0.096739,0.936638,0.921234
T27-V7,T27,43,Balanced,0.097642,0.936543,0.917369
T27-V8,T27,43,Balanced,0.101622,0.938501,0.913650
T28-V1,T28,43,Balanced,0.097420,0.938165,0.917461
T28-V2,T28,43,Balanced,0.099002,0.940416,0.917646
T28-V3,T28,43,Balanced,0.096294,0.938768,0.915320
T28-V4,T28,43,Balanced,0.100987,0.936298,0.912800
T28-V5,T28,43,Balanced,0.096739,0.936638,0.921234
T28-V6,T28,43,Balanced,0.097642,0.936543,0.917369
T28-V7,T28,43,Balanced,0.099622,0.940501,0.916150
T28-V8,T28,43,Balanced,0.098976,0.937658,0.917429
T29-V1,T29,43,Balanced,0.099002,0.940416,0.917646
T29-V2,T29,43,Balanced,0.096294,0.938768,0.915320
T29-V3,T29,43,Balanced,0.098987,0.938298,0.915300
T29-V4,T29,43,Balanced,0.099539,0.933838,0.917734
T29-V5,T29,43,Balanced,0.097642,0.936543,0.917369
T29-V6,T29,43,Balanced,0.099622,0.940501,0.916150
T29-V7,T29,43,Balanced,0.096976,0.939658,0.919929
T29-V8,T29,43,Balanced,0.096153,0.941121,0.918209
T30-V1,T30,43,Balanced,0.097609,0.940445,0.914975
T30-V2,T30,43,Balanced,0.097972,0.937759,0.917295
T30-V3,T30,43,Balanced,0.099330,0.938338,0.917596
T30-V4,T30,43,Balanced,0.101773,0.934624,0.912411
T30-V5,T30,43,Balanced,0.099207,0.939700,0.919629
T30-V6,T30,43,Balanced,0.097115,0.938372,0.914924
T30-V7,T30,43,Balanced,0.097794,0.937581,0.916084
T30-V8,T30,43,Balanced,0.101020,0.934565,0.912961
T31-V1,T31,43,Balanced,0.097972,0.937759,0.917295
T31-V2,T31,43,Balanced,0.099330,0.938338,0.917596
T31-V3,T31,43,Balanced,0.099773,0.936624,0.914911
T31-V4,T31,43,Balanced,0.102007,0.936900,0.916129
T31-V5,T31,43,Balanced,0.097115,0.938372,0.914924
T31-V6,T31,43,Balanced,0.097794,0.937581,0.916084
T31-V7,T31,43,Balanced,0.099020,0.936565,0.915461
T31-V8,T31,43,Balanced,0.102602,0.936816,0.913146
T32-V1,T32,43,Balanced,0.099330,0.938338,0.917596
T32-V2,T32,43,Balanced,0.099773,0.936624,0.914911
T32-V3,T32,43,Balanced,0.100007,0.938900,0.918629
T32-V4,T32,43,Balanced,0.099915,0.935572,0.911424
T32-V5,T32,43,Balanced,0.097794,0.937581,0.916084
T32-V6,T32,43,Balanced,0.099020,0.936565,0.915461
T32-V7,T32,43,Balanced,0.100602,0.938816,0.915646
T32-V8,T32,43,Balanced,0.099894,0.935168,0.910820
T01-V1,T01,71,Balanced,0.093721,0.945279,0.920235
T01-V2,T01,71,Balanced,0.093442,0.942830,0.925200
T01-V3,T01,71,Balanced,0.094297,0.940175,0.924592
T01-V4,T01,71,Balanced,0.094935,0.941832,0.918033
T01-V5,T01,71,Balanced,0.094565,0.943732,0.925535
T01-V6,T01,71,Balanced,0.095318,0.943562,0.921183
T01-V7,T01,71,Balanced,0.092606,0.940330,0.922855
T01-V8,T01,71,Balanced,0.096519,0.938947,0.918722
T02-V1,T02,71,Balanced,0.093442,0.942830,0.925200
T02-V2,T02,71,Balanced,0.094297,0.940175,0.924592
T02-V3,T02,71,Balanced,0.092935,0.943832,0.920533
T02-V4,T02,71,Balanced,0.097365,0.940932,0.922035
T02-V5,T02,71,Balanced,0.095318,0.943562,0.921183
T02-V6,T02,71,Balanced,0.092606,0.940330,0.922855
T02-V7,T02,71,Balanced,0.094519,0.940947,0.921222
T02-V8,T02,71,Balanced,0.097628,0.941267,0.920450
T03-V1,T03,71,Balanced,0.094297,0.940175,0.924592
T03-V2,T03,71,Balanced,0.092935,0.943832,0.920533
T03-V3,T03,71,Balanced,0.095365,0.942932,0.924535
T03-V4,T03,71,Balanced,0.098118,0.940762,0.917683
T03-V5,T03,71,Balanced,0.092606,0.940330,0.922855
T03-V6,T03,71,Balanced,0.094519,0.940947,0.921222
T03-V7,T03,71,Balanced,0.095628,0.943267,0.922950
T03-V8,T03,71,Balanced,0.096010,0.938084,0.920675
T04-V1,T04,71,Balanced,0.092935,0.943832,0.920533
T04-V2,T04,71,Balanced,0.095365,0.942932,0.924535
T04-V3,T04,71,Balanced,0.096118,0.942762,0.920183
T04-V4,T04,71,Balanced,0.095406,0.937530,0.919355
T04-V5,T04,71,Balanced,0.094519,0.940947,0.921222
T04-V6,T04,71,Balanced,0.095628,0.943267,0.922950
T04-V7,T04,71,Balanced,0.094010,0.940084,0.923175
T04-V8,T04,71,Balanced,0.096640,0.941825,0.918883
T05-V1,T05,71,Balanced,0.095365,0.942932,0.924535
T05-V2,T05,71,Balanced,0.096118,0.942762,0.920183
T05-V3,T05,71,Balanced,0.093406,0.939530,0.921855
T05-V4,T05,71,Balanced,0.097319,0.938147,0.917722
T05-V5,T05,71,Balanced,0.095628,0.943267,0.922950
T05-V6,T05,71,Balanced,0.094010,0.940084,0.923175
T05-V7,T05,71,Balanced,0.094640,0.943825,0.921383
T05-V8,T05,71,Balanced,0.096761,0.937373,0.918106
T06-V1,T06,71,Balanced,0.098518,0.940362,0.917183
T06-V2,T06,71,Balanced,0.095806,0.937130,0.918855
T06-V3,T06,71,Balanced,0.097719,0.937747,0.917222
T06-V4,T06,71,Balanced,0.100828,0.938067,0.916450
T06-V5,T06,71,Balanced,0.096410,0.937684,0.920175
T06-V6,T06,71,Balanced,0.097040,0.941425,0.918383
T06-V7,T06,71,Balanced,0.097161,0.936973,0.917606
T06-V8,T06,71,Balanced,0.099645,0.934333,0.914580
T07-V1,T07,71,Balanced,0.095806,0.937130,0.918855
T07-V2,T07,71,Balanced,0.097719,0.937747,0.917222
T07-V3,T07,71,Balanced,0.098828,0.940067,0.918950
T07-V4,T07,71,Balanced,0.099210,0.934884,0.916675
T07-V5,T07,71,Balanced,0.097040,0.941425,0.918383
T07-V6,T07,71,Balanced,0.097161,0.936973,0.917606
T07-V7,T07,71,Balanced,0.097645,0.936333,0.917080
T07-V8,T07,71,Balanced,0.102150,0.935983,0.917278
T08-V1,T08,71,Balanced,0.097719,0.937747,0.917222
T08-V2,T08,71,Balanced,0.098828,0.940067,0.918950
T08-V3,T08,71,Balanced,0.097210,0.936884,0.919175
T08-V4,T08,71,Balanced,0.099840,0.938625,0.914883
T08-V5,T08,71,Balanced,0.097161,0.936973,0.917606
T08-V6,T08,71,Balanced,0.097645,0.936333,0.917080
T08-V7,T08,71,Balanced,0.100150,0.937983,0.919778
T08-V8,T08,71,Balanced,0.099252,0.933582,0.914921
T09-V1,T09,71,Balanced,0.096428,0.942467,0.921950
T09-V2,T09,71,Balanced,0.094810,0.939284,0.922175
T09-V3,T09,71,Balanced,0.095440,0.943025,0.920383
T09-V4,T09,71,Balanced,0.097561,0.936573,0.917106
T09-V5,T09,71,Balanced,0.095245,0.938733,0.920080
T09-V6,T09,71,Balanced,0.097750,0.940383,0.922778
T09-V7,T09,71,Balanced,0.094852,0.937982,0.920421
T09-V8,T09,71,Balanced,0.098417,0.940822,0.918249
T10-V1,T10,71,Balanced,0.093721,0.945279,0.920235
T10-V2,T10,71,Balanced,0.093442,0.942830,0.925200
T10-V3,T10,71,Balanced,0.094297,0.940175,0.924592
T10-V4,T10,71,Balanced,0.094935,0.941832,0.918033
T10-V5,T10,71,Balanced,0.094565,0.943732,0.925535
T10-V6,T10,71,Balanced,0.095318,0.943562,0.921183
T10-V7,T10,71,Balanced,0.092606,0.940330,0.922855
T10-V8,T10,71,Balanced,0.096519,0.938947,0.918722
T11-V1,T11,71,Balanced,0.093442,0.942830,0.925200
T11-V2,T11,71,Balanced,0.094297,0.940175,0.924592
T11-V3,T11,71,Balanced,0.092935,0.943832,0.920533
T11-V4,T11,71,Balanced,0.097365,0.940932,0.922035
T11-V5,T11,71,Balanced,0.095318,0.943562,0.921183
T11-V6,T11,71,Balanced,0.092606,0.940330,0.922855
T11-V7,T11,71,Balanced,0.094519,0.940947,0.921222
T11-V8,T11,71,Balanced,0.097628,0.941267,0.920450
T12-V1,T12,71,Balanced,0.094297,0.940175,0.924592
T12-V2,T12,71,Balanced,0.092935,0.943832,0.920533
T12-V3,T12,71,Balanced,0.095365,0.942932,0.924535
T12-V4,T12,71,Balanced,0.098118,0.940762,0.917683
T12-V5,T12,71,Balanced,0.092606,0.940330,0.922855
T12-V6,T12,71,Balanced,0.094519,0.940947,0.921222
T12-V7,T12,71,Balanced,0.095628,0.943267,0.922950
T12-V8,T12,71,Balanced,0.096010,0.938084,0.920675
T13-V1,T13,71,Balanced,0.092935,0.943832,0.920533
T13-V2,T13,71,Balanced,0.095365,0.942932,0.924535
T13-V3,T13,71,Balanced,0.096118,0.942762,0.920183
T13-V4,T13,71,Balanced,0.095406,0.937530,0.919355
T13-V5,T13,71,Balanced,0.094519,0.940947,0.921222
T13-V6,T13,71,Balanced,0.095628,0.943267,0.922950
T13-V7,T13,71,Balanced,0.094010,0.940084,0.923175
T13-V8,T13,71,Balanced,0.096640,0.941825,0.918883
T14-V1,T14,71,Balanced,0.097765,0.940532,0.921535
T14-V2,T14,71,Balanced,0.098518,0.940362,0.917183
T14-V3,T14,71,Balanced,0.095806,0.937130,0.918855
T14-V4,T14,71,Balanced,0.099719,0.935747,0.914722
T14-V5,T14,71,Balanced,0.098028,0.940867,0.919950
T14-V6,T14,71,Balanced,0.096410,0.937684,0.920175
T14-V7,T14,71,Balanced,0.097040,0.941425,0.918383
T14-V8,T14,71,Balanced,0.099161,0.934973,0.915106
T15-V1,T15,71,Balanced,0.098518,0.940362,0.917183
T15-V2,T15,71,Balanced,0.095806,0.937130,0.918855
T15-V3,T15,71,Balanced,0.097719,0.937747,0.917222
T15-V4,T15,71,Balanced,0.100828,0.938067,0.916450
T15-V5,T15,71,Balanced,0.096410,0.937684,0.920175
T15-V6,T15,71,Balanced,0.097040,0.941425,0.918383
T15-V7,T15,71,Balanced,0.097161,0.936973,0.917606
T15-V8,T15,71,Balanced,0.099645,0.934333,0.914580
T16-V1,T16,71,Balanced,0.095806,0.937130,0.918855
T16-V2,T16,71,Balanced,0.097719,0.937747,0.917222
T16-V3,T16,71,Balanced,0.098828,0.940067,0.918950
T16-V4,T16,71,Balanced,0.099210,0.934884,0.916675
T16-V5,T16,71,Balanced,0.097040,0.941425,0.918383
T16-V6,T16,71,Balanced,0.097161,0.936973,0.917606
T16-V7,T16,71,Balanced,0.097645,0.936333,0.917080
T16-V8,T16,71,Balanced,0.102150,0.935983,0.917278
T17-V1,T17,71,Balanced,0.096919,0.938547,0.918222
T17-V2,T17,71,Balanced,0.098028,0.940867,0.919950
T17-V3,T17,71,Balanced,0.096410,0.937684,0.920175
T17-V4,T17,71,Balanced,0.099040,0.939425,0.915883
T17-V5,T17,71,Balanced,0.096361,0.937773,0.918606
T17-V6,T17,71,Balanced,0.096845,0.937133,0.918080
T17-V7,T17,71,Balanced,0.099350,0.938783,0.920778
T17-V8,T17,71,Balanced,0.098452,0.934382,0.915921
T18-V1,T18,71,Balanced,0.098028,0.940867,0.919950
T18-V2,T18,71,Balanced,0.096410,0.937684,0.920175
T18-V3,T18,71,Balanced,0.097040,0.941425,0.918383
T18-V4,T18,71,Balanced,0.099161,0.934973,0.915106
T18-V5,T18,71,Balanced,0.096845,0.937133,0.918080
T18-V6,T18,71,Balanced,0.099350,0.938783,0.920778
T18-V7,T18,71,Balanced,0.096452,0.936382,0.918421
T18-V8,T18,71,Balanced,0.100017,0.939222,0.916249
T19-V1,T19,71,Balanced,0.096410,0.937684,0.920175
T19-V2,T19,71,Balanced,0.097040,0.941425,0.918383
T19-V3,T19,71,Balanced,0.097161,0.936973,0.917606
T19-V4,T19,71,Balanced,0.099645,0.934333,0.914580
T19-V5,T19,71,Balanced,0.099350,0.938783,0.920778
T19-V6,T19,71,Balanced,0.096452,0.936382,0.918421
T19-V7,T19,71,Balanced,0.098017,0.941222,0.918749
T19-V8,T19,71,Balanced,0.099178,0.937780,0.912544
T20-V1,T20,71,Balanced,0.095042,0.941230,0.923200
T20-V2,T20,71,Balanced,0.095897,0.938575,0.922592
T20-V3,T20,71,Balanced,0.094535,0.942232,0.918533
T20-V4,T20,71,Balanced,0.098965,0.939332,0.920035
T20-V5,T20,71,Balanced,0.096918,0.941962,0.919183
T20-V6,T20,71,Balanced,0.094206,0.938730,0.920855
T20-V7,T20,71,Balanced,0.096119,0.939347,0.919222
T20-V8,T20,71,Balanced,0.099228,0.939667,0.918450
T21-V1,T21,71,Balanced,0.095897,0.938575,0.922592
T21-V2,T21,71,Balanced,0.094535,0.942232,0.918533
T21-V3,T21,71,Balanced,0.096965,0.941332,0.922535
T21-V4,T21,71,Balanced,0.099718,0.939162,0.915683
T21-V5,T21,71,Balanced,0.094206,0.938730,0.920855
T21-V6,T21,71,Balanced,0.096119,0.939347,0.919222
T21-V7,T21,71,Balanced,0.097228,0.941667,0.920950
T21-V8,T21,71,Balanced,0.097610,0.936484,0.918675
T22-V1,T22,71,Balanced,0.096935,0.939832,0.915533
T22-V2,T22,71,Balanced,0.099365,0.938932,0.919535
T22-V3,T22,71,Balanced,0.100118,0.938762,0.915183
T22-V4,T22,71,Balanced,0.099406,0.933530,0.914355
T22-V5,T22,71,Balanced,0.098519,0.936947,0.916222
T22-V6,T22,71,Balanced,0.099628,0.939267,0.917950
T22-V7,T22,71,Balanced,0.098010,0.936084,0.918175
T22-V8,T22,71,Balanced,0.100640,0.937825,0.913883
T23-V1,T23,71,Balanced,0.099365,0.938932,0.919535
T23-V2,T23,71,Balanced,0.100118,0.938762,0.915183
T23-V3,T23,71,Balanced,0.097406,0.935530,0.916855
T23-V4,T23,71,Balanced,0.101319,0.934147,0.912722
T23-V5,T23,71,Balanced,0.099628,0.939267,0.917950
T23-V6,T23,71,Balanced,0.098010,0.936084,0.918175
T23-V7,T23,71,Balanced,0.098640,0.939825,0.916383
T23-V8,T23,71,Balanced,0.100761,0.933373,0.913106
T24-V1,T24,71,Balanced,0.100118,0.938762,0.915183
T24-V2,T24,71,Balanced,0.097406,0.935530,0.916855
T24-V3,T24,71,Balanced,0.099319,0.936147,0.915222
T24-V4,T24,71,Balanced,0.102428,0.936467,0.914450
T24-V5,T24,71,Balanced,0.098010,0.936084,0.918175
T24-V6,T24,71,Balanced,0.098640,0.939825,0.916383
T24-V7,T24,71,Balanced,0.098761,0.935373,0.915606
T24-V8,T24,71,Balanced,0.101245,0.932733,0.912580
T25-V1,T25,71,Balanced,0.095006,0.937930,0.919855
T25-V2,T25,71,Balanced,0.096919,0.938547,0.918222
T25-V3,T25,71,Balanced,0.098028,0.940867,0.919950
T25-V4,T25,71,Balanced,0.098410,0.935684,0.917675
T25-V5,T25,71,Balanced,0.096240,0.942225,0.919383
T25-V6,T25,71,Balanced,0.096361,0.937773,0.918606
T25-V7,T25,71,Balanced,0.096845,0.937133,0.918080
T25-V8,T25,71,Balanced,0.101350,0.936783,0.918278
T26-V1,T26,71,Balanced,0.096919,0.938547,0.918222
T26-V2,T26,71,Balanced,0.098028,0.940867,0.919950
T26-V3,T26,71,Balanced,0.096410,0.937684,0.920175
T26-V4,T26,71,Balanced,0.099040,0.939425,0.915883
T26-V5,T26,71,Balanced,0.096361,0.937773,0.918606
T26-V6,T26,71,Balanced,0.096845,0.937133,0.918080
T26-V7,T26,71,Balanced,0.099350,0.938783,0.920778
T26-V8,T26,71,Balanced,0.098452,0.934382,0.915921
T27-V1,T27,71,Balanced,0.098028,0.940867,0.919950
T27-V2,T27,71,Balanced,0.096410,0.937684,0.920175
T27-V3,T27,71,Balanced,0.097040,0.941425,0.918383
T27-V4,T27,71,Balanced,0.099161,0.934973,0.915106
T27-V5,T27,71,Balanced,0.096845,0.937133,0.918080
T27-V6,T27,71,Balanced,0.099350,0.938783,0.920778
T27-V7,T27,71,Balanced,0.096452,0.936382,0.918421
T27-V8,T27,71,Balanced,0.100017,0.939222,0.916249
T28-V1,T28,71,Balanced,0.096410,0.937684,0.920175
T28-V2,T28,71,Balanced,0.097040,0.941425,0.918383
T28-V3,T28,71,Balanced,0.097161,0.936973,0.917606
T28-V4,T28,71,Balanced,0.099645,0.934333,0.914580
T28-V5,T28,71,Balanced,0.099350,0.938783,0.920778
T28-V6,T28,71,Balanced,0.096452,0.936382,0.918421
T28-V7,T28,71,Balanced,0.098017,0.941222,0.918749
T28-V8,T28,71,Balanced,0.099178,0.937780,0.912544
T29-V1,T29,71,Balanced,0.097040,0.941425,0.918383
T29-V2,T29,71,Balanced,0.097161,0.936973,0.917606
T29-V3,T29,71,Balanced,0.097645,0.936333,0.917080
T29-V4,T29,71,Balanced,0.102150,0.935983,0.917278
T29-V5,T29,71,Balanced,0.096452,0.936382,0.918421
T29-V6,T29,71,Balanced,0.098017,0.941222,0.918749
T29-V7,T29,71,Balanced,0.097178,0.939780,0.915044
T29-V8,T29,71,Balanced,0.097164,0.941631,0.921713
T30-V1,T30,71,Balanced,0.098297,0.936175,0.919592
T30-V2,T30,71,Balanced,0.096935,0.939832,0.915533
T30-V3,T30,71,Balanced,0.099365,0.938932,0.919535
T30-V4,T30,71,Balanced,0.102118,0.936762,0.912683
T30-V5,T30,71,Balanced,0.096606,0.936330,0.917855
T30-V6,T30,71,Balanced,0.098519,0.936947,0.916222
T30-V7,T30,71,Balanced,0.099628,0.939267,0.917950
T30-V8,T30,71,Balanced,0.100010,0.934084,0.915675
T31-V1,T31,71,Balanced,0.096935,0.939832,0.915533
T31-V2,T31,71,Balanced,0.099365,0.938932,0.919535
T31-V3,T31,71,Balanced,0.100118,0.938762,0.915183
T31-V4,T31,71,Balanced,0.099406,0.933530,0.914355
T31-V5,T31,71,Balanced,0.098519,0.936947,0.916222
T31-V6,T31,71,Balanced,0.099628,0.939267,0.917950
T31-V7,T31,71,Balanced,0.098010,0.936084,0.918175
T31-V8,T31,71,Balanced,0.100640,0.937825,0.913883
T32-V1,T32,71,Balanced,0.099365,0.938932,0.919535
T32-V2,T32,71,Balanced,0.100118,0.938762,0.915183
T32-V3,T32,71,Balanced,0.097406,0.935530,0.916855
T32-V4,T32,71,Balanced,0.101319,0.934147,0.912722
T32-V5,T32,71,Balanced,0.099628,0.939267,0.917950
T32-V6,T32,71,Balanced,0.098010,0.936084,0.918175
T32-V7,T32,71,Balanced,0.098640,0.939825,0.916383
T32-V8,T32,71,Balanced,0.100761,0.933373,0.913106
T01-V1,T01,101,Balanced,0.093100,0.939612,0.919099
T01-V2,T01,101,Balanced,0.091254,0.939710,0.922297
T01-V3,T01,101,Balanced,0.094935,0.938836,0.920422
T01-V4,T01,101,Balanced,0.096375,0.941687,0.919111
T01-V5,T01,101,Balanced,0.091445,0.941604,0.922403
T01-V6,T01,101,Balanced,0.092751,0.944198,0.920867
T01-V7,T01,101,Balanced,0.092095,0.940145,0.918569
T01-V8,T01,101,Balanced,0.097337,0.937951,0.919135
T02-V1,T02,101,Balanced,0.091254,0.939710,0.922297
T02-V2,T02,101,Balanced,0.094935,0.938836,0.920422
T02-V3,T02,101,Balanced,0.094375,0.943687,0.921611
T02-V4,T02,101,Balanced,0.094245,0.938804,0.918903
T02-V5,T02,101,Balanced,0.092751,0.944198,0.920867
T02-V6,T02,101,Balanced,0.092095,0.940145,0.918569
T02-V7,T02,101,Balanced,0.095337,0.939951,0.921635
T02-V8,T02,101,Balanced,0.095781,0.941238,0.921341
T03-V1,T03,101,Balanced,0.094935,0.938836,0.920422
T03-V2,T03,101,Balanced,0.094375,0.943687,0.921611
T03-V3,T03,101,Balanced,0.092245,0.940804,0.921403
T03-V4,T03,101,Balanced,0.095551,0.941398,0.917367
T03-V5,T03,101,Balanced,0.092095,0.940145,0.918569
T03-V6,T03,101,Balanced,0.095337,0.939951,0.921635
T03-V7,T03,101,Balanced,0.093781,0.943238,0.923841
T03-V8,T03,101,Balanced,0.096461,0.938154,0.919820
T04-V1,T04,101,Balanced,0.094375,0.943687,0.921611
T04-V2,T04,101,Balanced,0.092245,0.940804,0.921403
T04-V3,T04,101,Balanced,0.093551,0.943398,0.919867
T04-V4,T04,101,Balanced,0.094895,0.937345,0.915069
T04-V5,T04,101,Balanced,0.095337,0.939951,0.921635
T04-V6,T04,101,Balanced,0.093781,0.943238,0.923841
T04-V7,T04,101,Balanced,0.094461,0.940154,0.922320
T04-V8,T04,101,Balanced,0.095191,0.937346,0.916621
T05-V1,T05,101,Balanced,0.092245,0.940804,0.921403
T05-V2,T05,101,Balanced,0.093551,0.943398,0.919867
T05-V3,T05,101,Balanced,0.092895,0.939345,0.917569
T05-V4,T05,101,Balanced,0.098137,0.937151,0.918135
T05-V5,T05,101,Balanced,0.093781,0.943238,0.923841
T05-V6,T05,101,Balanced,0.094461,0.940154,0.922320
T05-V7,T05,101,Balanced,0.093191,0.939346,0.919121
T05-V8,T05,101,Balanced,0.098515,0.937737,0.919182
T06-V1,T06,101,Balanced,0.095951,0.940998,0.916867
T06-V2,T06,101,Balanced,0.095295,0.936945,0.914569
T06-V3,T06,101,Balanced,0.098537,0.936751,0.917635
T06-V4,T06,101,Balanced,0.098981,0.938038,0.917341
T06-V5,T06,101,Balanced,0.096861,0.937754,0.919320
T06-V6,T06,101,Balanced,0.095591,0.936946,0.916121
T06-V7,T06,101,Balanced,0.098915,0.937337,0.918682
T06-V8,T06,101,Balanced,0.097836,0.935889,0.917549
T07-V1,T07,101,Balanced,0.095295,0.936945,0.914569
T07-V2,T07,101,Balanced,0.098537,0.936751,0.917635
T07-V3,T07,101,Balanced,0.096981,0.940038,0.919841
T07-V4,T07,101,Balanced,0.099661,0.934954,0.915820
T07-V5,T07,101,Balanced,0.095591,0.936946,0.916121
T07-V6,T07,101,Balanced,0.098915,0.937337,0.918682
T07-V7,T07,101,Balanced,0.095836,0.937889,0.920049
T07-V8,T07,101,Balanced,0.100245,0.938079,0.911688
T08-V1,T08,101,Balanced,0.098537,0.936751,0.917635
T08-V2,T08,101,Balanced,0.096981,0.940038,0.919841
T08-V3,T08,101,Balanced,0.097661,0.936954,0.918320
T08-V4,T08,101,Balanced,0.098391,0.934146,0.912621
T08-V5,T08,101,Balanced,0.098915,0.937337,0.918682
T08-V6,T08,101,Balanced,0.095836,0.937889,0.920049
T08-V7,T08,101,Balanced,0.098245,0.940079,0.914188
T08-V8,T08,101,Balanced,0.099805,0.937171,0.914157
T09-V1,T09,101,Balanced,0.094581,0.942438,0.922841
T09-V2,T09,101,Balanced,0.095261,0.939354,0.921320
T09-V3,T09,101,Balanced,0.093991,0.938546,0.918121
T09-V4,T09,101,Balanced,0.099315,0.936937,0.918182
T09-V5,T09,101,Balanced,0.093436,0.940289,0.923049
T09-V6,T09,101,Balanced,0.095845,0.942479,0.917188
T09-V7,T09,101,Balanced,0.095405,0.941571,0.919657
T09-V8,T09,101,Balanced,0.099060,0.940126,0.918133
T10-V1,T10,101,Balanced,0.093100,0.939612,0.919099
T10-V2,T10,101,Balanced,0.091254,0.939710,0.922297
T10-V3,T10,101,Balanced,0.094935,0.938836,0.920422
T10-V4,T10,101,Balanced,0.096375,0.941687,0.919111
T10-V5,T10,101,Balanced,0.091445,0.941604,0.922403
T10-V6,T10,101,Balanced,0.092751,0.944198,0.920867
T10-V7,T10,101,Balanced,0.092095,0.940145,0.918569
T10-V8,T10,101,Balanced,0.097337,0.937951,0.919135
T11-V1,T11,101,Balanced,0.091254,0.939710,0.922297
T11-V2,T11,101,Balanced,0.094935,0.938836,0.920422
